# Vayyar & Minicircuits VNAKit
# Frequency range: [2000 - 2700 (mhz)], 1001 measurements.
# RBW: 2(khz); OutputPower: -10(dbm); transmitting from trPort 3

FREQUENCY(MHZ),1_I,1_Q,2_I,2_Q,3_I,3_Q,4_I,4_Q,5_I,5_Q,6_I,6_Q
2042,-0.0337189,0.00311241,0.038852,-0.0217237,0,0,-0.0173839,0.00718626,-0.000202213,-0.000287149,0.0275635,0.014297
2042.7,-0.0334766,0.00393531,0.0385479,-0.021987,0,0,-0.0172073,0.00767363,-0.000234356,-0.000261687,0.0280904,0.0133807
2043.4,-0.033335,0.00478234,0.0384344,-0.0223294,0,0,-0.0171166,0.00818995,-0.000234992,-0.000262909,0.0287158,0.0124904
2044.1,-0.0331787,0.00561871,0.0382849,-0.0226637,0,0,-0.0169809,0.00871156,-0.000267707,-0.000243513,0.0292673,0.0115881
2044.8,-0.033,0.00644651,0.0381535,-0.0229775,0,0,-0.0168379,0.00924853,-0.000269757,-0.000249991,0.0298239,0.0106355
2045.5,-0.032775,0.00727465,0.0379721,-0.0233024,0,0,-0.0166515,0.00974318,-0.000276779,-0.000228365,0.0303219,0.00965955
2046.2,-0.032447,0.00805995,0.0376863,-0.0235671,0,0,-0.0164089,0.0102014,-0.000284912,-0.000226334,0.0307028,0.00863777
2046.9,-0.0322841,0.00882805,0.0376175,-0.0238934,0,0,-0.0162451,0.0107343,-0.000308372,-0.000226651,0.0311904,0.0076674
2047.6,-0.03192,0.00961452,0.0374017,-0.0241774,0,0,-0.0160118,0.0112164,-0.000322863,-0.000186386,0.0315688,0.00661183
2048.3,-0.031668,0.0104435,0.0372523,-0.0245276,0,0,-0.0158013,0.0117395,-0.000318965,-0.00017865,0.0319623,0.00556982
2049,-0.0312865,0.0112009,0.0369806,-0.024792,0,0,-0.0154954,0.0121917,-0.000348957,-0.000173806,0.0322189,0.00448264
2049.7,-0.0308806,0.0119075,0.0367356,-0.0250282,0,0,-0.0151739,0.0126408,-0.000358768,-0.000156054,0.0324559,0.00339413
2050.4,-0.0306883,0.0127103,0.0367168,-0.0254492,0,0,-0.0149739,0.0131969,-0.000361702,-0.000131069,0.0328557,0.00232457
2051.1,-0.0302559,0.0134217,0.0364898,-0.025679,0,0,-0.0146333,0.0136327,-0.000379554,-0.000117917,0.0330045,0.00120663
2051.8,-0.029857,0.0141501,0.0363165,-0.0260107,0,0,-0.0143265,0.0141096,-0.000392273,-9.21835e-05,0.033194,7.02276e-05
2052.5,-0.0294475,0.0149108,0.0361127,-0.0263128,0,0,-0.0140002,0.0145774,-0.000387148,-9.04581e-05,0.0333539,-0.00107389
2053.2,-0.0289948,0.0155864,0.0358544,-0.0265727,0,0,-0.0136295,0.0149938,-0.000383346,-8.35975e-05,0.0334084,-0.00222186
2053.9,-0.0284453,0.0162363,0.0355254,-0.0267794,0,0,-0.0132376,0.0153924,-0.000373678,-6.02934e-05,0.0333602,-0.00337236
2054.6,-0.0281557,0.016983,0.0355401,-0.027217,0,0,-0.0129471,0.0159213,-0.000402835,-2.43184e-05,0.0335518,-0.00452937
2055.3,-0.0276006,0.0176052,0.0352407,-0.0274323,0,0,-0.0125172,0.0163046,-0.000413946,-1.20642e-05,0.0334527,-0.00570719
2056,-0.0271264,0.0182934,0.0350556,-0.0277401,0,0,-0.0121279,0.0167595,-0.000409597,-1.26052e-05,0.0333979,-0.00687811
2056.7,-0.0266054,0.0189209,0.0348165,-0.0280154,0,0,-0.0117135,0.017142,-0.000403169,1.34618e-05,0.0332866,-0.00804433
2057.4,-0.0260281,0.0194836,0.034524,-0.0282423,0,0,-0.0112515,0.0175086,-0.000421171,3.87567e-05,0.0330706,-0.0092011
2058.1,-0.0255499,0.0201551,0.0343875,-0.0285904,0,0,-0.0108466,0.0179367,-0.000412622,5.50955e-05,0.0329462,-0.010394
2058.8,-0.0250375,0.0207529,0.0342199,-0.0288289,0,0,-0.0104253,0.0183041,-0.000426836,7.82503e-05,0.0327298,-0.0115434
2059.5,-0.0244551,0.0213241,0.0339593,-0.0290742,0,0,-0.00991334,0.018665,-0.000428387,0.00010049,0.0324113,-0.0127099
2060.2,-0.0238162,0.0218769,0.0336534,-0.0293088,0,0,-0.00941255,0.0189683,-0.000428594,0.000117091,0.0320265,-0.0138449
2060.9,-0.0232586,0.0224669,0.0334797,-0.0296403,0,0,-0.00895125,0.019349,-0.000425397,0.000141612,0.0317213,-0.0150298
2061.6,-0.0226254,0.0229348,0.033217,-0.0298655,0,0,-0.00841734,0.0196372,-0.0004189,0.000161329,0.0312774,-0.0161406
2062.3,-0.021997,0.0234517,0.0329625,-0.0301193,0,0,-0.0078928,0.0199261,-0.000405452,0.000187089,0.0308136,-0.0172604
2063,-0.0214053,0.0239349,0.0327409,-0.0303593,0,0,-0.00739403,0.0202232,-0.000412017,0.000195187,0.0303239,-0.0183675
2063.7,-0.020863,0.0245855,0.0326645,-0.0307963,0,0,-0.00688468,0.0206243,-0.000408759,0.000242856,0.029948,-0.0195639
2064.4,-0.0201836,0.0250166,0.0323535,-0.0309927,0,0,-0.00631794,0.0208364,-0.000396008,0.000242165,0.0293171,-0.0206195
2065.1,-0.0195147,0.0254184,0.0321004,-0.0312079,0,0,-0.00575584,0.0210623,-0.000407189,0.000282677,0.0286713,-0.0216732
2065.8,-0.0187986,0.0258291,0.0317921,-0.0314025,0,0,-0.00518136,0.0212695,-0.00035995,0.000279469,0.0279675,-0.0226843
2066.5,-0.0181586,0.0262846,0.0316105,-0.0316847,0,0,-0.00464326,0.0215026,-0.000386702,0.00030785,0.027334,-0.0237459
2067.2,-0.0175331,0.0267524,0.03145,-0.0320233,0,0,-0.00407113,0.0217651,-0.000347074,0.000322884,0.0266788,-0.0248014
2067.9,-0.0168311,0.027169,0.0312146,-0.0323173,0,0,-0.00346087,0.0219761,-0.000358199,0.000362165,0.0259291,-0.0258316
2068.6,-0.0160707,0.0274732,0.0308993,-0.0325099,0,0,-0.00285927,0.0221025,-0.000347908,0.000354111,0.0250739,-0.0267476
2069.3,-0.015439,0.0279309,0.0307581,-0.0328419,0,0,-0.00227176,0.0223326,-0.000319121,0.000396971,0.0243213,-0.0277674
2070,-0.0146676,0.028223,0.0304492,-0.0330412,0,0,-0.0016452,0.0224315,-0.000309155,0.00040469,0.0233938,-0.0286351
2070.7,-0.0139496,0.0286013,0.0302431,-0.0333193,0,0,-0.00105948,0.0225731,-0.000298209,0.000429226,0.02252,-0.0295601
2071.4,-0.0131118,0.0287613,0.0298494,-0.033442,0,0,-0.000411571,0.0225889,-0.000282833,0.000445723,0.02147,-0.0303174
2072.1,-0.0124485,0.0291293,0.0296873,-0.0337707,0,0,0.000200925,0.0227549,-0.000267489,0.000459133,0.020575,-0.031229
2072.8,-0.0116824,0.029386,0.0294249,-0.0340172,0,0,0.000847772,0.0227966,-0.000242645,0.000465413,0.0195663,-0.0320144
2073.5,-0.0109254,0.029639,0.0291536,-0.034248,0,0,0.00148201,0.0228985,-0.000217142,0.000485549,0.0185243,-0.0327701
2074.2,-0.0101747,0.0299084,0.0289573,-0.0345609,0,0,0.00213223,0.0229669,-0.000210644,0.000506805,0.0175004,-0.0335694
2074.9,-0.00944148,0.0301342,0.0287045,-0.0347951,0,0,0.00275829,0.0229954,-0.000187119,0.000496868,0.0164197,-0.0342605
2075.6,-0.0085952,0.0301954,0.0282712,-0.0349262,0,0,0.00340782,0.0228928,-0.000164978,0.000514693,0.0152135,-0.0348176
2076.3,-0.0078551,0.030462,0.0281174,-0.0352396,0,0,0.00405313,0.0229438,-0.000135898,0.000527219,0.0141176,-0.0355168
2077,-0.00705328,0.0306471,0.0278678,-0.0355284,0,0,0.00471228,0.0229378,-0.000122098,0.000555988,0.012962,-0.0361628
2077.7,-0.00632549,0.0308452,0.027699,-0.0357996,0,0,0.00533972,0.022957,-0.000110752,0.000574627,0.0118251,-0.0367584
2078.4,-0.0055237,0.030992,0.0274343,-0.0361094,0,0,0.00602756,0.0229,-7.12191e-05,0.00058829,0.0106094,-0.0373234
2079.1,-0.00472677,0.0310157,0.0271076,-0.0362375,0,0,0.00663783,0.0227381,-2.95532e-05,0.00061079,0.00935563,-0.0376933
2079.8,-0.00392721,0.0310611,0.0268022,-0.0364792,0,0,0.00730594,0.0226455,-1.31049e-05,0.000584063,0.00808229,-0.0381232
2080.5,-0.00313849,0.0311661,0.0265882,-0.0367187,0,0,0.00796896,0.0225508,-1.7974e-06,0.000593642,0.00683317,-0.0385479
2081.2,-0.00228491,0.0312101,0.0262703,-0.0369725,0,0,0.00863833,0.0223955,2.21662e-05,0.000626171,0.00551628,-0.0389106
2081.9,-0.00150886,0.0311664,0.0259635,-0.0371688,0,0,0.00926294,0.0222162,4.57011e-05,0.000586338,0.00421653,-0.039179
2082.6,-0.00069675,0.0311434,0.0256509,-0.0373342,0,0,0.0099402,0.0220177,8.62532e-05,0.000598928,0.0028885,-0.0393947
2083.3,0.000102009,0.0312406,0.025447,-0.0376996,0,0,0.0105803,0.0219168,9.16423e-05,0.000620402,0.00157067,-0.0397516
2084,0.00092539,0.0311336,0.0250883,-0.0378675,0,0,0.0112202,0.0216423,0.00012712,0.000629817,0.000195379,-0.0398406
2084.7,0.00172841,0.030999,0.0247416,-0.0380021,0,0,0.0118138,0.0213635,0.00017409,0.000622517,-0.00114238,-0.0398858
2085.4,0.00250628,0.0309463,0.0244927,-0.0382703,0,0,0.0124868,0.0211461,0.000182744,0.000613615,-0.00249874,-0.0400141
2086.1,0.00333384,0.0308978,0.0242343,-0.0385871,0,0,0.0131255,0.0209176,0.000219998,0.000620418,-0.00387303,-0.0401262
2086.8,0.00411954,0.0307651,0.0239082,-0.038772,0,0,0.0137327,0.020604,0.000235274,0.000588169,-0.00524579,-0.0400708
2087.5,0.00490792,0.0305611,0.0235633,-0.0389306,0,0,0.0143378,0.0202585,0.000277194,0.000617094,-0.00662705,-0.0399592
2088.2,0.00572227,0.0304463,0.0233074,-0.0391866,0,0,0.0149564,0.0199776,0.000303492,0.00059798,-0.00801425,-0.0399344
2088.9,0.00653485,0.030323,0.0230534,-0.0395135,0,0,0.0155766,0.0196505,0.00033123,0.000578616,-0.00940427,-0.0398759
2089.6,0.0073258,0.0301259,0.0227616,-0.0397363,0,0,0.0161913,0.0192811,0.000386387,0.000587484,-0.0107953,-0.0396858
2090.3,0.00809941,0.0298455,0.0223946,-0.0399057,0,0,0.0167438,0.0188839,0.000402614,0.000551343,-0.0121787,-0.0393896
2091,0.00886902,0.0296691,0.0221627,-0.0402024,0,0,0.0173762,0.018519,0.000411486,0.000539769,-0.0135487,-0.0391728
2091.7,0.00963334,0.0292997,0.0217548,-0.040295,0,0,0.0178834,0.0180496,0.000459459,0.000541405,-0.0149072,-0.0387222
2092.4,0.0104233,0.0290414,0.021476,-0.0405683,0,0,0.0184767,0.0176515,0.000484892,0.000539452,-0.016292,-0.0383946
2093.1,0.0111859,0.0287705,0.0211791,-0.0408198,0,0,0.0190589,0.0171911,0.000489661,0.000520525,-0.0176617,-0.0379852
2093.8,0.0119043,0.0283374,0.0207539,-0.0409169,0,0,0.019546,0.0166811,0.000528775,0.000488529,-0.0189597,-0.0374017
2094.5,0.0126932,0.0280476,0.0204794,-0.0412205,0,0,0.0201198,0.0162434,0.000561327,0.000480483,-0.0203554,-0.0369595
2095.2,0.0133906,0.0276118,0.020152,-0.0413856,0,0,0.0206223,0.0157263,0.000564477,0.000469765,-0.0216276,-0.0363489
2095.9,0.0141543,0.0272998,0.0198428,-0.0416823,0,0,0.0212096,0.0152788,0.000607303,0.000443244,-0.0230032,-0.0358151
2096.6,0.014867,0.0268268,0.0194785,-0.0418004,0,0,0.0216507,0.0147016,0.000655189,0.000422297,-0.0242451,-0.0350725
2097.3,0.0155827,0.0264846,0.019196,-0.0421234,0,0,0.0222142,0.0142116,0.000663591,0.000387659,-0.0255855,-0.0344679
2098,0.0162232,0.0259119,0.0187922,-0.0421768,0,0,0.0225897,0.013579,0.000664998,0.000354297,-0.0267497,-0.0335734
2098.7,0.0169775,0.0255828,0.0185499,-0.0425749,0,0,0.023169,0.0130678,0.000697168,0.000342385,-0.0281092,-0.0329457
2099.4,0.0176259,0.0250509,0.0181569,-0.0427086,0,0,0.0235843,0.0124451,0.000712017,0.000303395,-0.0292761,-0.0320459
2100.1,0.0182726,0.0244783,0.0177821,-0.0428871,0,0,0.0240025,0.0118381,0.000750118,0.000287811,-0.0304447,-0.0311146
2100.8,0.0188539,0.0238748,0.0173762,-0.0429567,0,0,0.0243765,0.0111731,0.000761779,0.000270295,-0.0315316,-0.0300898
2101.5,0.0195396,0.0233939,0.0170623,-0.0432183,0,0,0.0248067,0.0105561,0.000774752,0.000227849,-0.0327329,-0.0291855
2102.2,0.0201483,0.0228308,0.016697,-0.0434669,0,0,0.0252241,0.00990531,0.000814982,0.000206012,-0.0338611,-0.0281835
2102.9,0.020696,0.02219,0.016289,-0.0435524,0,0,0.0255328,0.00918933,0.000809211,0.000179154,-0.0348579,-0.0270494
2103.6,0.0213428,0.0216629,0.0160039,-0.0438808,0,0,0.0259877,0.00858333,0.000829734,0.000110199,-0.0360217,-0.0260502
2104.3,0.0218401,0.0209225,0.0155146,-0.0438653,0,0,0.0261692,0.00782762,0.00085205,7.73128e-05,-0.0368649,-0.0247582
2105,0.0224444,0.0203595,0.0152372,-0.0441748,0,0,0.0265998,0.00715014,0.000842667,7.8181e-05,-0.037954,-0.0236628
2105.7,0.0229423,0.0197063,0.0148389,-0.0443452,0,0,0.0269036,0.00643076,0.000862739,1.48677e-05,-0.0388915,-0.0224422
2106.4,0.0234737,0.0190264,0.014472,-0.0445574,0,0,0.0271927,0.00570028,0.000865123,-2.23961e-05,-0.039805,-0.0211985
2107.1,0.0239401,0.0183593,0.0140845,-0.0447134,0,0,0.0274832,0.00496456,0.00089376,-4.67274e-05,-0.0406699,-0.0199047
2107.8,0.0243706,0.017597,0.0136434,-0.0447645,0,0,0.0276319,0.0041686,0.000875851,-0.000111269,-0.041375,-0.0184929
2108.5,0.0248007,0.0168821,0.0132426,-0.0449346,0,0,0.0278755,0.00344283,0.000877983,-0.000116158,-0.0421756,-0.0171519
2109.2,0.0252168,0.0161431,0.0128627,-0.0451003,0,0,0.0280544,0.00264837,0.000919321,-0.000165447,-0.0428938,-0.0157395
2109.9,0.0256795,0.0154642,0.0125316,-0.04534,0,0,0.0283157,0.00188229,0.00088718,-0.000215602,-0.0436715,-0.0143945
2110.6,0.0260059,0.0146418,0.0120519,-0.0454084,0,0,0.0284167,0.00106669,0.000876825,-0.000249591,-0.0442367,-0.0128643
2111.3,0.0263533,0.0138711,0.0116827,-0.0455773,0,0,0.0285503,0.000286665,0.000895649,-0.000273695,-0.0448244,-0.0113963
2112,0.026681,0.0130758,0.0112613,-0.0457282,0,0,0.0286897,-0.000579171,0.000856805,-0.000320523,-0.0453857,-0.00983684
2112.7,0.0270141,0.0123001,0.0108885,-0.0459294,0,0,0.0288336,-0.00136428,0.000889756,-0.000353774,-0.0459294,-0.00836709
2113.4,0.0273824,0.0115632,0.010533,-0.0461993,0,0,0.0289756,-0.00217363,0.00084866,-0.00042281,-0.0464928,-0.00683161
2114.1,0.0276078,0.010748,0.0101081,-0.0463148,0,0,0.0289776,-0.0030082,0.000862241,-0.000447256,-0.0468361,-0.00524767
2114.8,0.0277139,0.00990633,0.00963376,-0.0462879,0,0,0.0289371,-0.00385115,0.000828185,-0.000471026,-0.0470374,-0.00360382
2115.5,0.0280245,0.00912084,0.00929245,-0.0465646,0,0,0.0290165,-0.00468857,0.000814341,-0.000516139,-0.0474791,-0.00202752
2116.2,0.0281444,0.00827695,0.00882609,-0.0466419,0,0,0.0289631,-0.00554137,0.000803537,-0.000569014,-0.0476251,-0.000358073
2116.9,0.02823,0.00739638,0.00837976,-0.0466328,0,0,0.0288492,-0.00635414,0.000789281,-0.000591708,-0.0476768,0.00127623
2117.6,0.0284051,0.00661394,0.00801137,-0.0468987,0,0,0.0288417,-0.00723707,0.000774278,-0.000647906,-0.0479248,0.00292683
2118.3,0.0284226,0.0057626,0.00752824,-0.0468649,0,0,0.0286582,-0.00806611,0.000760986,-0.000679917,-0.0478469,0.00461208
2119,0.0285531,0.00493866,0.00714959,-0.047075,0,0,0.0286209,-0.00894286,0.000721879,-0.000723326,-0.0479491,0.0063004
2119.7,0.0285598,0.0040932,0.00669962,-0.0471307,0,0,0.0284288,-0.00976873,0.000717801,-0.00076874,-0.0478425,0.00798084
2120.4,0.0285631,0.00324161,0.00626534,-0.0471792,0,0,0.0282339,-0.0106184,0.000692399,-0.000789798,-0.0476614,0.00966527
2121.1,0.0286086,0.00242882,0.00584713,-0.0474339,0,0,0.028131,-0.0114819,0.000657058,-0.000828313,-0.0476341,0.0113729
2121.8,0.0285146,0.00160472,0.00541612,-0.0474339,0,0,0.0278619,-0.0123277,0.000637698,-0.000884173,-0.0473176,0.0130587
2122.5,0.0283703,0.000770688,0.00493525,-0.0474119,0,0,0.0275119,-0.0131556,0.000580292,-0.000878291,-0.0468791,0.0147457
2123.2,0.0283756,-1.11856e-05,0.00455997,-0.047665,0,0,0.0273753,-0.0140341,0.000571251,-0.000940037,-0.0466975,0.0164504
2123.9,0.0281963,-0.000859954,0.00407999,-0.0476475,0,0,0.0269961,-0.0148585,0.000531815,-0.000953272,-0.0461779,0.0181315
2124.6,0.0280994,-0.00162991,0.00365405,-0.0478373,0,0,0.0267466,-0.0157114,0.000487779,-0.000978964,-0.0458049,0.0198195
2125.3,0.0279364,-0.00243219,0.00322181,-0.0478851,0,0,0.0263988,-0.0165687,0.000467833,-0.00102401,-0.0452323,0.0214986
2126,0.0276254,-0.00323324,0.00273946,-0.047814,0,0,0.0259359,-0.0173231,0.000406688,-0.00104524,-0.0445156,0.0230934
2126.7,0.0273389,-0.00400029,0.00232267,-0.0478015,0,0,0.0255071,-0.018112,0.000361998,-0.00107855,-0.0437834,0.0246938
2127.4,0.0271311,-0.00474331,0.00188913,-0.0479341,0,0,0.0251154,-0.0189721,0.000327977,-0.00107894,-0.0431086,0.0263213
2128.1,0.0268045,-0.00549802,0.00143096,-0.0478937,0,0,0.0246127,-0.0197314,0.000271028,-0.00111318,-0.042257,0.0278841
2128.8,0.0264652,-0.0062308,0.000979817,-0.0479097,0,0,0.0240984,-0.0204729,0.000233471,-0.00113402,-0.0413632,0.0294172
