# Vayyar & Minicircuits VNAKit
# Frequency range: [2000 - 2700 (mhz)], 1001 measurements.
# RBW: 2(khz); OutputPower: 0(dbm); transmitting from trPort 3

FREQUENCY(MHZ),1_I,1_Q,2_I,2_Q,3_I,3_Q,4_I,4_Q,5_I,5_Q,6_I,6_Q
2125.3,0.00390911,-0.0107425,0.013521,-0.12955,0,0,0.0578832,-0.129827,-0.000977914,-0.00552185,-0.0564651,0.0945
2126,0.00341411,-0.0107318,0.0123658,-0.129406,0,0,0.0547529,-0.13093,-0.00117454,-0.00549545,-0.0536744,0.0961134
2126.7,0.00290266,-0.0107005,0.0112379,-0.129567,0,0,0.0517504,-0.132193,-0.00139189,-0.00543849,-0.0508243,0.0976652
2127.4,0.00244355,-0.0106524,0.0102105,-0.129939,0,0,0.0488581,-0.133626,-0.00157654,-0.00539309,-0.0480279,0.0990963
2128.1,0.00197436,-0.010585,0.0090804,-0.129794,0,0,0.0456673,-0.134524,-0.00178934,-0.00533528,-0.0450853,0.100467
2128.8,0.00148452,-0.01048,0.00798166,-0.129857,0,0,0.0426157,-0.135521,-0.00198464,-0.00528984,-0.0421747,0.10173
2129.5,0.001037,-0.0103834,0.00697709,-0.130124,0,0,0.0396285,-0.136651,-0.00214849,-0.00526947,-0.0392643,0.10291
2130.2,0.000588323,-0.0102683,0.00583434,-0.130168,0,0,0.0364258,-0.137538,-0.00237515,-0.00517707,-0.0362323,0.104029
2130.9,0.000144957,-0.0101464,0.0047693,-0.130269,0,0,0.0333285,-0.138431,-0.00258554,-0.00511609,-0.0332094,0.105041
2131.6,-0.000265702,-0.00995456,0.00368631,-0.130248,0,0,0.0301513,-0.139088,-0.00274629,-0.00499392,-0.0301681,0.10596
2132.3,-0.000690556,-0.00980138,0.00258777,-0.130486,0,0,0.0269725,-0.139986,-0.00295795,-0.00494054,-0.0270695,0.106811
2133,-0.00107795,-0.00955866,0.00149942,-0.130284,0,0,0.0237757,-0.140305,-0.00314765,-0.00484991,-0.024004,0.107539
2133.7,-0.00148788,-0.0093672,0.000469948,-0.130756,0,0,0.0206624,-0.141359,-0.0033208,-0.00475565,-0.0209192,0.10821
2134.4,-0.00183384,-0.00907658,-0.000582729,-0.130657,0,0,0.0174918,-0.14167,-0.00350666,-0.00463412,-0.0178082,0.108767
2135.1,-0.00220206,-0.00882458,-0.00166745,-0.130844,0,0,0.0143006,-0.142269,-0.00368038,-0.00453517,-0.0146826,0.109243
2135.8,-0.00252112,-0.00851093,-0.00274435,-0.130969,0,0,0.0110662,-0.142707,-0.00384481,-0.00439138,-0.0115253,0.109635
2136.5,-0.00283592,-0.00821175,-0.00385372,-0.130746,0,0,0.0077547,-0.142722,-0.00402689,-0.00428001,-0.00831958,0.109922
2137.2,-0.00315977,-0.00790072,-0.00491151,-0.130993,0,0,0.00457293,-0.143173,-0.00417773,-0.0041451,-0.0051947,0.110121
2137.9,-0.00344497,-0.00759222,-0.00603161,-0.130891,0,0,0.00128047,-0.143204,-0.00429436,-0.00399399,-0.0019888,0.110238
2138.6,-0.00369006,-0.00725026,-0.00707457,-0.131107,0,0,-0.00194073,-0.143488,-0.0045158,-0.00388216,0.00115355,0.110259
2139.3,-0.00394924,-0.00686988,-0.00818271,-0.13083,0,0,-0.00520276,-0.143181,-0.00462105,-0.00366871,0.0043339,0.110174
2140,-0.00416487,-0.00652618,-0.00920949,-0.130809,0,0,-0.00840502,-0.143106,-0.00479491,-0.00355243,0.00746867,0.11001
2140.7,-0.00436233,-0.00616104,-0.0102869,-0.131368,0,0,-0.0116462,-0.143587,-0.00493535,-0.00339481,0.0105711,0.109776
2141.4,-0.0045197,-0.00572337,-0.0114164,-0.131119,0,0,-0.0149781,-0.14313,-0.00504479,-0.00322411,0.0137801,0.10942
2142.1,-0.00464685,-0.00533076,-0.0125009,-0.130739,0,0,-0.0181801,-0.142425,-0.00518181,-0.00302246,0.0169297,0.108969
2142.8,-0.00479332,-0.0049577,-0.0135618,-0.131137,0,0,-0.0214333,-0.142543,-0.00531896,-0.00286987,0.0199989,0.108463
2143.5,-0.00490525,-0.00457519,-0.0146286,-0.130864,0,0,-0.0246474,-0.14185,-0.00541129,-0.00268427,0.023117,0.10783
2144.2,-0.00498594,-0.00417962,-0.0157278,-0.130963,0,0,-0.0278745,-0.141512,-0.00552725,-0.00248108,0.0262054,0.107135
2144.9,-0.00506944,-0.00377664,-0.0167882,-0.130895,0,0,-0.0310766,-0.140914,-0.00560395,-0.00230364,0.0292453,0.106341
2145.6,-0.00512369,-0.00339271,-0.017838,-0.131139,0,0,-0.0342994,-0.140574,-0.00573199,-0.00212647,0.0322389,0.105487
2146.3,-0.0051828,-0.00298578,-0.0189416,-0.131107,0,0,-0.037451,-0.139929,-0.00582876,-0.00191141,0.0352144,0.104533
2147,-0.00512638,-0.00260539,-0.0200549,-0.130526,0,0,-0.0406354,-0.138564,-0.00585533,-0.00169163,0.0383094,0.103418
2147.7,-0.00513177,-0.00223845,-0.0210987,-0.130876,0,0,-0.0437985,-0.138183,-0.00594726,-0.00150967,0.0411538,0.102341
2148.4,-0.00512444,-0.001848,-0.0222325,-0.130845,0,0,-0.047023,-0.137308,-0.00600955,-0.00126079,0.0441046,0.101109
2149.1,-0.00509065,-0.00147046,-0.0233174,-0.130547,0,0,-0.0501183,-0.13611,-0.00606208,-0.00105928,0.046995,0.0997967
2149.8,-0.00504467,-0.00109605,-0.024406,-0.130619,0,0,-0.0532907,-0.135239,-0.00614476,-0.000868037,0.0498398,0.0984121
2150.5,-0.00493485,-0.000745963,-0.0254483,-0.130542,0,0,-0.0563343,-0.134133,-0.00618057,-0.000633072,0.0525715,0.0969816
2151.2,-0.00481486,-0.000345325,-0.026544,-0.130326,0,0,-0.0593487,-0.132851,-0.00622972,-0.000431039,0.0553387,0.0954295
2151.9,-0.00469851,1.68521e-06,-0.0276473,-0.13034,0,0,-0.0624462,-0.131707,-0.00625345,-0.000211633,0.0580322,0.093826
2152.6,-0.00456485,0.000343538,-0.0287167,-0.130214,0,0,-0.0654334,-0.130361,-0.00624446,1.90463e-05,0.0606989,0.092128
2153.3,-0.00439077,0.000678391,-0.0297642,-0.130156,0,0,-0.0684153,-0.12904,-0.00629251,0.000242272,0.0632742,0.0903798
2154,-0.00419772,0.00101431,-0.0309321,-0.129958,0,0,-0.0714308,-0.12749,-0.0062747,0.000472216,0.0658864,0.0885015
2154.7,-0.00397095,0.00132879,-0.0320342,-0.129787,0,0,-0.0743749,-0.125964,-0.00623576,0.000684353,0.0684018,0.0865731
2155.4,-0.00373498,0.0016515,-0.0330955,-0.129813,0,0,-0.0772945,-0.124512,-0.00628287,0.000912889,0.070807,0.08462
2156.1,-0.00347258,0.00191384,-0.0341813,-0.129766,0,0,-0.0801724,-0.122955,-0.00625963,0.00115467,0.0731662,0.0826056
2156.8,-0.00320219,0.00219157,-0.0352337,-0.129233,0,0,-0.0828388,-0.120888,-0.0062006,0.00135969,0.0755184,0.0804441
2157.5,-0.00293177,0.0024532,-0.03644,-0.129281,0,0,-0.085842,-0.119307,-0.0061529,0.0015802,0.0778346,0.0782219
2158.2,-0.00261688,0.00271783,-0.0375031,-0.12918,0,0,-0.0886332,-0.117551,-0.00615021,0.00179603,0.0800252,0.0759913
2158.9,-0.00226805,0.00293589,-0.0385706,-0.128457,0,0,-0.0910783,-0.115099,-0.00605238,0.00203934,0.0821933,0.0736206
2159.6,-0.00197504,0.00312471,-0.0397165,-0.128754,0,0,-0.0940067,-0.113635,-0.00602062,0.00225372,0.0842404,0.0712921
2160.3,-0.00162868,0.00333093,-0.0408483,-0.128666,0,0,-0.0967836,-0.111659,-0.00596912,0.00246836,0.086258,0.0688632
2161,-0.00123631,0.0034997,-0.0419612,-0.128657,0,0,-0.0994783,-0.10976,-0.005905,0.00268923,0.0881501,0.0664353
2161.7,-0.000864705,0.00363942,-0.0430249,-0.128002,0,0,-0.101802,-0.107158,-0.00578503,0.00290121,0.0900815,0.0637834
2162.4,-0.000512081,0.00376686,-0.0441352,-0.127932,0,0,-0.104399,-0.105096,-0.00570596,0.00308855,0.0918513,0.0612229
2163.1,-0.000101538,0.0038592,-0.0452564,-0.12764,0,0,-0.106867,-0.102741,-0.00561701,0.0033129,0.0935821,0.0585409
2163.8,0.000289681,0.00392161,-0.0463343,-0.127359,0,0,-0.10926,-0.100391,-0.00548591,0.00354325,0.0952243,0.0558443
2164.5,0.000682247,0.00399575,-0.0474771,-0.127019,0,0,-0.111611,-0.0979161,-0.00535894,0.00371658,0.0968085,0.0530599
2165.2,0.00107528,0.00401142,-0.0485439,-0.126952,0,0,-0.114015,-0.0956444,-0.00526475,0.00392282,0.098251,0.0503523
2165.9,0.00145494,0.00403308,-0.0497072,-0.126752,0,0,-0.116395,-0.09319,-0.00514796,0.00413917,0.0996791,0.0474962
2166.6,0.00187115,0.00398472,-0.0507769,-0.126404,0,0,-0.118549,-0.090569,-0.00499389,0.00429929,0.100993,0.0446308
2167.3,0.00229001,0.00394002,-0.0519534,-0.12624,0,0,-0.120821,-0.0880182,-0.00484312,0.00449499,0.102254,0.0416976
2168,0.0026733,0.00388713,-0.0530619,-0.126168,0,0,-0.123098,-0.0855718,-0.00471988,0.00470104,0.103396,0.0388201
2168.7,0.00308667,0.0037853,-0.0541659,-0.125689,0,0,-0.125016,-0.0826951,-0.0045537,0.00486533,0.104479,0.0357858
2169.4,0.00348409,0.00365622,-0.0552485,-0.125377,0,0,-0.127016,-0.0799151,-0.00441709,0.00505303,0.105471,0.0327887
2170.1,0.00383946,0.00349834,-0.0562911,-0.124665,0,0,-0.128609,-0.0768037,-0.0041938,0.00520117,0.106385,0.029688
2170.8,0.00420535,0.00333351,-0.0574869,-0.12469,0,0,-0.13081,-0.0741897,-0.00404478,0.00538909,0.107189,0.0266851
2171.5,0.00457147,0.00312855,-0.0585925,-0.124245,0,0,-0.132582,-0.0711944,-0.00387271,0.00555551,0.107931,0.0235711
2172.2,0.00491081,0.00296048,-0.0597518,-0.124002,0,0,-0.134479,-0.0683241,-0.00365928,0.00569391,0.108568,0.0204717
2172.9,0.0053004,0.00272454,-0.0607668,-0.123431,0,0,-0.135949,-0.0651674,-0.00348792,0.0058462,0.109114,0.0173288
2173.6,0.00565339,0.0025,-0.0618835,-0.123037,0,0,-0.137541,-0.0620972,-0.0032692,0.00593976,0.109582,0.0141754
2174.3,0.00601381,0.00227035,-0.063041,-0.122903,0,0,-0.139256,-0.0591808,-0.00307357,0.00609891,0.109951,0.0110682
2175,0.00636123,0.0019704,-0.0641643,-0.122314,0,0,-0.140654,-0.0558792,-0.00282052,0.0061983,0.110243,0.00782037
2175.7,0.00673224,0.00167935,-0.0652383,-0.121995,0,0,-0.142135,-0.052782,-0.00263749,0.0063358,0.110425,0.00468585
2176.4,0.00708936,0.00135869,-0.0664686,-0.121716,0,0,-0.143659,-0.0496028,-0.00243213,0.00642797,0.110532,0.00149599
2177.1,0.00733574,0.00100797,-0.0674875,-0.121081,0,0,-0.144753,-0.0463034,-0.00218931,0.00649906,0.110531,-0.00167469
2177.8,0.00760751,0.000668915,-0.0686582,-0.120826,0,0,-0.146096,-0.0431007,-0.0019691,0.0066385,0.110452,-0.00485755
2178.5,0.00791403,0.000266466,-0.0697692,-0.120566,0,0,-0.147393,-0.0398531,-0.00172851,0.00674497,0.110288,-0.00797867
2179.2,0.0081641,-0.000118926,-0.0708554,-0.120054,0,0,-0.14845,-0.0364994,-0.00148266,0.00678536,0.110021,-0.0111656
2179.9,0.00838457,-0.000560344,-0.0719303,-0.119482,0,0,-0.149291,-0.0331179,-0.00124843,0.00683024,0.109659,-0.0143282
2180.6,0.00857728,-0.000975813,-0.0730103,-0.118941,0,0,-0.150151,-0.0296429,-0.00099395,0.00688341,0.109211,-0.0175215
2181.3,0.00876951,-0.00144968,-0.0740744,-0.118334,0,0,-0.150873,-0.0262381,-0.000772644,0.00695122,0.108669,-0.0206393
2182,0.00892197,-0.0019036,-0.0752213,-0.117844,0,0,-0.151689,-0.0226914,-0.000524634,0.00696803,0.10803,-0.0238344
2182.7,0.00908797,-0.00236873,-0.0762961,-0.117313,0,0,-0.152291,-0.0192559,-0.000248724,0.00699554,0.107312,-0.0269289
2183.4,0.00920534,-0.00284791,-0.0774303,-0.116908,0,0,-0.153021,-0.0158106,-5.5419e-05,0.00706623,0.106512,-0.0299886
2184.1,0.00928573,-0.0033671,-0.0783578,-0.116225,0,0,-0.153299,-0.0123025,0.000223651,0.00702619,0.105615,-0.0330419
2184.8,0.00941091,-0.00385652,-0.0795829,-0.115832,0,0,-0.153967,-0.00878826,0.000488879,0.00707655,0.104638,-0.0360692
2185.5,0.00943264,-0.00438896,-0.0805175,-0.115042,0,0,-0.153981,-0.00521691,0.000733866,0.00700377,0.103553,-0.0391035
2186.2,0.00945164,-0.0049085,-0.0815357,-0.114352,0,0,-0.154122,-0.00160838,0.000988994,0.00701584,0.102374,-0.0421109
2186.9,0.00942177,-0.00541451,-0.0826631,-0.114028,0,0,-0.154591,0.00184048,0.00123919,0.00699544,0.101166,-0.0449942
2187.6,0.00936758,-0.00594037,-0.0837557,-0.11357,0,0,-0.154815,0.00535254,0.00150366,0.00697284,0.0998587,-0.0478595
2188.3,0.00929843,-0.0064416,-0.0847976,-0.112932,0,0,-0.154739,0.00896864,0.00173457,0.00693465,0.0984254,-0.0507708
2189,0.00920142,-0.00696688,-0.0859069,-0.112419,0,0,-0.154821,0.012527,0.00196702,0.00690866,0.0969592,-0.0535571
2189.7,0.00902667,-0.00747923,-0.0866977,-0.111303,0,0,-0.154052,0.0161383,0.00220811,0.00678968,0.0953245,-0.056421
2190.4,0.00653106,-0.00822313,-0.0917225,-0.0822488,0,0,-0.128818,0.0394679,0.00309069,0.00539497,0.0817231,-0.073724
2191.1,0.00630816,-0.00862444,-0.0924807,-0.0815988,0,0,-0.128036,0.0424376,0.00330975,0.00531431,0.0796038,-0.0760412
2191.8,0.00602087,-0.00899814,-0.0929597,-0.0806066,0,0,-0.126749,0.0452824,0.00346733,0.00512982,0.0773236,-0.0783429
2192.5,0.00575363,-0.00938829,-0.0937992,-0.0798561,0,0,-0.125825,0.0482784,0.00370429,0.00505611,0.0750379,-0.080572
2193.2,0.00550243,-0.00984083,-0.0949445,-0.0797552,0,0,-0.125516,0.0512892,0.00386662,0.00496549,0.0728678,-0.0826068
2193.9,0.00513794,-0.0101336,-0.0950243,-0.0782734,0,0,-0.123426,0.0539049,0.00402815,0.00475661,0.0703054,-0.0847701
2194.6,0.00484184,-0.0105671,-0.096368,-0.0781623,0,0,-0.123161,0.0570262,0.00424578,0.00468054,0.0679628,-0.0867188
2195.3,0.00449005,-0.0109459,-0.0971336,-0.077486,0,0,-0.121965,0.059916,0.00443531,0.00453296,0.0654507,-0.0886615
2196,0.0040894,-0.0112569,-0.0975691,-0.076438,0,0,-0.120304,0.0626346,0.00455747,0.00434906,0.0628317,-0.090544
2196.7,0.0037133,-0.0115717,-0.0981436,-0.0755114,0,0,-0.118709,0.065335,0.00469098,0.00416477,0.0601881,-0.0923338
2197.4,0.00330734,-0.0119209,-0.0990768,-0.0749593,0,0,-0.117593,0.0681955,0.004876,0.00401535,0.0575263,-0.094039
2198.1,0.00290977,-0.0122159,-0.0998183,-0.0742872,0,0,-0.116203,0.0709829,0.00507246,0.00388509,0.0548576,-0.0956496
2198.8,0.00245116,-0.0123888,-0.0999563,-0.0730094,0,0,-0.114007,0.0732397,0.00512732,0.00366752,0.0520464,-0.0971924
2199.5,0.00199558,-0.0126871,-0.100965,-0.0724699,0,0,-0.112664,0.0761506,0.00527655,0.00351293,0.0492008,-0.0987007
2200.2,0.00153691,-0.0128988,-0.101583,-0.0716679,0,0,-0.111026,0.0786971,0.00542837,0.00332356,0.0463987,-0.10006
2200.9,0.00103514,-0.0131268,-0.102476,-0.0710811,0,0,-0.109562,0.0814581,0.00555067,0.00316582,0.0435571,-0.101366
2201.6,0.000558779,-0.0133402,-0.103275,-0.0703798,0,0,-0.107882,0.0840848,0.00568632,0.00296384,0.0406312,-0.1026
2202.3,1.74834e-05,-0.0134718,-0.10351,-0.0692693,0,0,-0.105546,0.08623,0.00575235,0.00271932,0.0376201,-0.103733
2203,-0.000490206,-0.013686,-0.104277,-0.0685893,0,0,-0.103802,0.0888028,0.00589187,0.00254242,0.0346383,-0.104802
2203.7,-0.00100966,-0.0138373,-0.105156,-0.0679984,0,0,-0.102098,0.0913824,0.00597434,0.00232579,0.0317012,-0.10575
2204.4,-0.00154558,-0.0140108,-0.106067,-0.0675128,0,0,-0.100516,0.0939318,0.00607693,0.00212997,0.0287956,-0.106619
2205.1,-0.00208628,-0.0139872,-0.105812,-0.0659712,0,0,-0.0974842,0.0956017,0.00610529,0.00188133,0.0255531,-0.107408
2205.8,-0.00264768,-0.0140429,-0.106459,-0.0651361,0,0,-0.0953892,0.0978732,0.00617151,0.00167504,0.0224831,-0.108109
2206.5,-0.00322658,-0.0141284,-0.107205,-0.0643871,0,0,-0.0933365,0.100219,0.00628888,0.00146063,0.0193612,-0.108744
2207.2,-0.00375186,-0.01407,-0.107453,-0.0632952,0,0,-0.090786,0.102053,0.00627742,0.00123762,0.016222,-0.109244
2207.9,-0.0043109,-0.0141677,-0.108904,-0.06322,0,0,-0.0894028,0.104895,0.00640561,0.00103447,0.0132884,-0.109706
2208.6,-0.00492024,-0.0141262,-0.109306,-0.0622112,0,0,-0.0868774,0.106843,0.00643152,0.000820507,0.0100865,-0.110052
2209.3,-0.00545182,-0.0140024,-0.109443,-0.0609718,0,0,-0.0840105,0.108462,0.00640933,0.000563817,0.00682332,-0.1103
2210,-0.00603059,-0.0138958,-0.11005,-0.0601066,0,0,-0.0815896,0.11043,0.00641335,0.000328698,0.00362378,-0.110455
2210.7,-0.00660608,-0.0138422,-0.110881,-0.0595188,0,0,-0.0794377,0.11262,0.00649933,0.000112884,0.000551594,-0.110556
2211.4,-0.00718287,-0.0137266,-0.111518,-0.0586761,0,0,-0.0770079,0.114509,0.00647527,-0.000126426,-0.00259619,-0.110541
2212.1,-0.00775013,-0.0135886,-0.112053,-0.0578948,0,0,-0.0745075,0.116267,0.00649886,-0.000332955,-0.00568083,-0.110441
2212.8,-0.00828267,-0.0132561,-0.111798,-0.0563821,0,0,-0.0711395,0.11714,0.00639705,-0.000581666,-0.00903322,-0.110187
2213.5,-0.00884088,-0.0131423,-0.112796,-0.0559552,0,0,-0.0690387,0.119337,0.0064591,-0.000797488,-0.0120151,-0.109941
2214.2,-0.00940111,-0.0129356,-0.113438,-0.0550884,0,0,-0.066368,0.121091,0.00642227,-0.00101422,-0.0151965,-0.109567
2214.9,-0.00988332,-0.0125691,-0.113282,-0.0537983,0,0,-0.0632374,0.121914,0.00630881,-0.00127967,-0.0183842,-0.10906
2215.6,-0.0104259,-0.0123434,-0.114192,-0.0531946,0,0,-0.0608121,0.123853,0.00630537,-0.00149792,-0.0214263,-0.108532
2216.3,-0.0109564,-0.0120606,-0.114654,-0.0523351,0,0,-0.0580615,0.125249,0.00628442,-0.00172834,-0.0244814,-0.107899
2217,-0.0114016,-0.0116529,-0.114695,-0.0511646,0,0,-0.0549836,0.126137,0.00616382,-0.00194354,-0.0276207,-0.107137
2217.7,-0.0120215,-0.0114053,-0.116109,-0.0508519,0,0,-0.052723,0.128345,0.00616518,-0.00218682,-0.0305237,-0.106401
2218.4,-0.0125204,-0.0110291,-0.116541,-0.0498865,0,0,-0.0497758,0.129532,0.00606524,-0.00239096,-0.0335811,-0.10548
2219.1,-0.0128587,-0.010523,-0.116114,-0.0484872,0,0,-0.0464407,0.12976,0.00591297,-0.00257258,-0.0366851,-0.104412
2219.8,-0.0133192,-0.0101042,-0.116763,-0.0476226,0,0,-0.0435987,0.13104,0.00584718,-0.00280969,-0.0396277,-0.103355
2220.5,-0.013765,-0.00971758,-0.117332,-0.0468124,0,0,-0.0407766,0.132214,0.00574758,-0.00301044,-0.0425222,-0.102212
2221.2,-0.0142274,-0.00928196,-0.118089,-0.0460854,0,0,-0.037969,0.133516,0.00566206,-0.00322189,-0.0453766,-0.100994
2221.9,-0.014518,-0.00871436,-0.117764,-0.0447526,0,0,-0.0346805,0.133554,0.00547649,-0.00338729,-0.0483207,-0.0995996
2222.6,-0.0149258,-0.00823823,-0.118493,-0.0440162,0,0,-0.0317801,0.134722,0.00538294,-0.00361138,-0.0511161,-0.0982134
2223.3,-0.0153374,-0.00776488,-0.119201,-0.0432674,0,0,-0.028871,0.135809,0.00528623,-0.00383186,-0.0538567,-0.0967653
2224,-0.0155657,-0.00716403,-0.11895,-0.0420409,0,0,-0.0256541,0.135742,0.00511669,-0.00398721,-0.0566257,-0.0951396
2224.7,-0.015935,-0.00667641,-0.119776,-0.041272,0,0,-0.0227103,0.136868,0.00501171,-0.00420875,-0.0593073,-0.0935272
2225.4,-0.0162395,-0.00613772,-0.120369,-0.0403934,0,0,-0.0197307,0.137606,0.00486801,-0.00437152,-0.0619411,-0.0918284
2226.1,-0.0164703,-0.00552607,-0.120413,-0.0393652,0,0,-0.0165441,0.137773,0.00468328,-0.00455771,-0.064537,-0.0900044
2226.8,-0.0166584,-0.00491451,-0.120623,-0.0382964,0,0,-0.0133964,0.137947,0.00448805,-0.00469612,-0.0670973,-0.0881088
2227.5,-0.0168527,-0.00432226,-0.120865,-0.0372749,0,0,-0.0102427,0.138119,0.00431514,-0.00485095,-0.0696185,-0.0861325
2228.2,-0.0171236,-0.00373609,-0.12182,-0.0366304,0,0,-0.0073476,0.139104,0.00417618,-0.00502881,-0.0719698,-0.0842251
2228.9,-0.017231,-0.00311103,-0.121733,-0.0354258,0,0,-0.00410571,0.138794,0.00398544,-0.00516042,-0.0744004,-0.08206
2229.6,-0.0174414,-0.00252667,-0.12256,-0.0346976,0,0,-0.00112405,0.139428,0.00378933,-0.0053068,-0.0766658,-0.0799879
2230.3,-0.0174627,-0.00187233,-0.122272,-0.0334513,0,0,0.00211292,0.13878,0.00359828,-0.00541091,-0.0789537,-0.0776972
2231,-0.0175284,-0.00124133,-0.122594,-0.0325053,0,0,0.00521595,0.138805,0.00338542,-0.00553684,-0.0811522,-0.0754066
2231.7,-0.0177078,-0.000620718,-0.123826,-0.0319512,0,0,0.00823401,0.139757,0.00320909,-0.00573274,-0.083192,-0.0732271
2232.4,-0.0175942,4.00962e-05,-0.123243,-0.0305484,0,0,0.0114687,0.138564,0.00297589,-0.00576596,-0.0853277,-0.0706697
2233.1,-0.0176719,0.000675266,-0.124022,-0.0297017,0,0,0.0146101,0.138889,0.00277013,-0.00590793,-0.087331,-0.0682273
2233.8,-0.0176129,0.00130574,-0.124095,-0.028661,0,0,0.0177409,0.138359,0.00255905,-0.00600726,-0.0892426,-0.0657002
2234.5,-0.0176429,0.00196446,-0.124882,-0.0278118,0,0,0.0208625,0.138514,0.00234748,-0.00610797,-0.0910802,-0.063173
2235.2,-0.0175394,0.00257178,-0.124997,-0.0267482,0,0,0.023981,0.137885,0.00214104,-0.0061969,-0.0928636,-0.0605206
2235.9,-0.0174029,0.00320004,-0.12511,-0.0256934,0,0,0.0270796,0.137194,0.00188553,-0.00624557,-0.0945753,-0.0578048
2236.6,-0.0172282,0.00382752,-0.124931,-0.0245509,0,0,0.0300621,0.136095,0.00164352,-0.00629326,-0.0961943,-0.0550476
2237.3,-0.0171751,0.00447092,-0.125988,-0.0237835,0,0,0.0333104,0.136424,0.0014382,-0.00639698,-0.0977351,-0.0523644
2238,-0.0170564,0.0050796,-0.126596,-0.022921,0,0,0.0364151,0.136027,0.00119992,-0.00646185,-0.0991792,-0.0496181
2238.7,-0.016825,0.00570837,-0.126754,-0.0218524,0,0,0.0394287,0.135209,0.000980157,-0.00652464,-0.100566,-0.0467422
2239.4,-0.0165046,0.00625783,-0.126439,-0.0206267,0,0,0.042448,0.133707,0.000717114,-0.00650418,-0.101898,-0.0437172
2240.1,-0.0162602,0.00686953,-0.126977,-0.0196818,0,0,0.0455521,0.133173,0.000469711,-0.00659703,-0.103115,-0.0408157
2240.8,-0.0159664,0.00745353,-0.126998,-0.0185714,0,0,0.0485425,0.131893,0.000217504,-0.00654345,-0.104264,-0.0377935
2241.5,-0.0157206,0.0080396,-0.127706,-0.0177686,0,0,0.0516424,0.131434,1.09086e-05,-0.00658937,-0.105293,-0.0349066
2242.2,-0.0152621,0.00851867,-0.126971,-0.0163844,0,0,0.0543403,0.129286,-0.000246436,-0.00650324,-0.106273,-0.0316894
2242.9,-0.0150789,0.00913157,-0.128269,-0.0156463,0,0,0.0576426,0.129202,-0.000467383,-0.006577,-0.10716,-0.0287682
2243.6,-0.0145838,0.00961794,-0.127828,-0.014363,0,0,0.0604767,0.127254,-0.000739403,-0.00649086,-0.107952,-0.0255312
2244.3,-0.0141273,0.0100524,-0.12745,-0.0132584,0,0,0.0631015,0.125415,-0.000956482,-0.00641385,-0.108634,-0.0223831
2245,-0.0138302,0.0106035,-0.128594,-0.0123681,0,0,0.0663648,0.125001,-0.00119954,-0.00649087,-0.109269,-0.0193223
2245.7,-0.0134051,0.0110952,-0.128962,-0.0113858,0,0,0.0692866,0.123727,-0.00146603,-0.00642943,-0.109781,-0.0162116
2246.4,-0.0129092,0.0115127,-0.128726,-0.0101013,0,0,0.0720298,0.121767,-0.00169828,-0.0063614,-0.110224,-0.0128958
2247.1,-0.0123908,0.0118932,-0.128478,-0.00899623,0,0,0.0746139,0.119779,-0.00190395,-0.00621679,-0.110542,-0.00968049
2247.8,-0.0118859,0.0122968,-0.128499,-0.00790596,0,0,0.0772816,0.118057,-0.00214269,-0.00618579,-0.110783,-0.00647173
2248.5,-0.0113889,0.0126527,-0.128638,-0.00685391,0,0,0.0800022,0.116294,-0.00236774,-0.00607946,-0.110932,-0.00325405
2249.2,-0.0108739,0.0130464,-0.128916,-0.00575056,0,0,0.0828184,0.11467,-0.00259095,-0.00604458,-0.110996,-1.65157e-05
2249.9,-0.0104357,0.0134812,-0.130017,-0.00486302,0,0,0.0859129,0.113695,-0.00283672,-0.00594173,-0.110998,0.00305127
2250.6,-0.00979067,0.0136461,-0.129083,-0.00353491,0,0,0.0880369,0.110843,-0.00301696,-0.00578293,-0.110819,0.0064656
2251.3,-0.00932738,0.0140825,-0.130398,-0.00269124,0,0,0.0912115,0.109965,-0.00330115,-0.00576023,-0.110662,0.0094665
2252,-0.00877053,0.0143504,-0.130482,-0.00155333,0,0,0.0938141,0.107923,-0.00351162,-0.00563392,-0.11035,0.012731
2252.7,-0.00809627,0.014488,-0.129787,-0.000235643,0,0,0.0959091,0.105094,-0.00371186,-0.00543811,-0.109884,0.016088
2253.4,-0.00751356,0.0147233,-0.130016,0.000852928,0,0,0.0984536,0.103019,-0.00390477,-0.0053155,-0.109384,0.019294
2254.1,-0.00692405,0.0148731,-0.13016,0.00190999,0,0,0.100877,0.100954,-0.00410466,-0.00518552,-0.108797,0.0224346
2254.8,-0.00628378,0.0150069,-0.129733,0.00314184,0,0,0.102948,0.0982169,-0.00423494,-0.00498054,-0.108064,0.025695
2255.5,-0.0057133,0.0151745,-0.130356,0.00417873,0,0,0.105681,0.0963648,-0.00450247,-0.00483364,-0.107317,0.02878
2256.2,-0.00509163,0.015238,-0.130049,0.00535266,0,0,0.107679,0.0936971,-0.00466816,-0.00465746,-0.10641,0.0319636
2256.9,-0.00449198,0.0153539,-0.130437,0.00646834,0,0,0.11018,0.0915563,-0.00484743,-0.00451473,-0.105468,0.0350407
2257.6,-0.00392119,0.0155128,-0.131162,0.00752069,0,0,0.112788,0.0895805,-0.00506047,-0.00433874,-0.104467,0.0380342
2258.3,-0.00326661,0.0154481,-0.130681,0.00874974,0,0,0.114595,0.0866426,-0.00522377,-0.00413475,-0.103253,0.0411781
