# Vayyar & Minicircuits VNAKit
# Frequency range: [100 - 6000 (mhz)], 1001 measurements.
# RBW: 10(khz); OutputPower: -10(dbm); transmitting from trPort 3

FREQUENCY(MHZ),1_I,1_Q,2_I,2_Q,3_I,3_Q,4_I,4_Q,5_I,5_Q,6_I,6_Q
359.6,0.0469535,0.0345396,-0.0167687,0.0461481,0,0,0.000787478,-0.000594845,-4.15811e-05,-3.31408e-05,0.0012437,-0.00107554
365.5,0.0531642,0.0238954,-0.0136373,0.0473629,0,0,0.000642382,-0.000687419,-3.39535e-06,-1.00638e-06,0.000895756,-0.00131255
371.4,0.0571639,0.0122115,-0.0104324,0.0484347,0,0,0.000432653,-0.000802105,-1.72257e-05,-2.23962e-06,0.000517156,-0.00144749
377.3,0.0586651,-1.91132e-05,-0.00724258,0.0494307,0,0,0.000284313,-0.000859434,-1.10748e-05,-2.76256e-05,0.000131021,-0.00148636
383.2,0.0577597,-0.0123008,-0.00390794,0.0503016,0,0,0.000147372,-0.000850863,-3.54692e-06,-4.08719e-05,-0.00024113,-0.00142315
389.1,0.0543153,-0.0243288,-0.000497245,0.0510387,0,0,-7.19936e-05,-0.000845027,-3.00366e-05,1.39464e-05,-0.000570555,-0.00127879
395,0.0484279,-0.0356096,0.00312517,0.0515634,0,0,-0.000206081,-0.000828696,-2.40648e-05,-1.31186e-05,-0.00085047,-0.00106554
400.9,0.0401942,-0.0455865,0.00688672,0.0519886,0,0,-0.00040674,-0.000708044,-4.77579e-05,2.89444e-05,-0.0010665,-0.000801006
406.8,0.029805,-0.0536332,0.0108354,0.0520769,0,0,-0.000555663,-0.000631708,3.57718e-06,1.29656e-05,-0.00120406,-0.00048692
412.7,0.017767,-0.0594791,0.0149263,0.0519719,0,0,-0.000647661,-0.000471287,3.7364e-05,9.81855e-06,-0.00125965,-0.000157957
418.6,0.00445688,-0.0625985,0.0191753,0.0513714,0,0,-0.000670242,-0.000321613,2.17648e-05,1.11682e-05,-0.00122333,0.000166087
424.5,-0.00950636,-0.0626713,0.0235109,0.0503935,0,0,-0.000722193,-0.000126215,-1.25101e-05,3.8732e-05,-0.00110443,0.000465198
430.4,-0.0228589,-0.0501303,0.0263543,0.0411053,0,0,-0.000647901,3.09256e-07,-2.63277e-06,1.41163e-05,-0.000757556,0.000667198
436.3,-0.0336714,-0.0442071,0.0299017,0.0392568,0,0,-0.000566458,0.000185628,7.73263e-06,4.03451e-06,-0.000532979,0.000818417
442.2,-0.042715,-0.0358509,0.033162,0.0369503,0,0,-0.000533727,0.000302207,2.86514e-05,-2.01361e-05,-0.000289197,0.000892612
448.1,-0.0494648,-0.0255663,0.0360644,0.0342716,0,0,-0.000432724,0.000379449,8.79217e-06,-1.10946e-05,-4.06688e-05,0.000898549
454,-0.0536572,-0.0140913,0.0385794,0.0312864,0,0,-0.000362738,0.000481912,-2.4896e-05,-4.1949e-06,0.000185151,0.00083742
459.9,-0.0550223,-0.00224682,0.0405871,0.0281112,0,0,-0.000206927,0.000503577,5.94392e-06,-7.52568e-06,0.00038118,0.000718149
465.8,-0.0537432,0.00945845,0.0422827,0.0249585,0,0,-0.000109209,0.000503583,4.18518e-05,1.07938e-05,0.000524357,0.000561139
471.7,-0.05016,0.0203521,0.0436783,0.0217677,0,0,-4.47098e-05,0.000468784,2.09341e-05,2.21099e-05,0.000610156,0.000381327
477.6,-0.0444032,0.0300727,0.0447861,0.0186421,0,0,6.86182e-05,0.000459929,-2.53986e-06,-3.35406e-05,0.00064073,0.000203838
483.5,-0.0370216,0.0382449,0.0456711,0.01559,0,0,0.000139593,0.000421516,-1.2039e-06,-1.14287e-06,0.000627091,3.63847e-05
489.4,-0.0284774,0.0448378,0.0465064,0.0126721,0,0,0.000136514,0.000326228,1.03101e-05,-7.55909e-06,0.000572952,-0.000105374
495.3,-0.0187968,0.0495363,0.0471995,0.00975207,0,0,0.000255494,0.000270555,-2.03167e-05,-4.37558e-05,0.000500361,-0.000223587
501.2,-0.0084883,0.0524859,0.0478402,0.00687657,0,0,0.000282375,0.00026286,4.8765e-06,1.04677e-05,0.000402374,-0.000313878
507.1,0.00224752,0.0533633,0.0485114,0.00400308,0,0,0.00029465,0.000182656,-3.25183e-05,-3.4232e-06,0.000293986,-0.00036578
513,0.0130638,0.0524219,0.0491965,0.000989992,0,0,0.000270449,0.000115482,1.666e-06,4.83684e-06,0.000182929,-0.000393378
518.9,0.023724,0.0493113,0.0498091,-0.00219924,0,0,0.000267649,-3.44527e-06,-9.91535e-06,2.26347e-05,8.33575e-05,-0.000394176
524.8,0.0338272,0.0440404,0.0502758,-0.00558524,0,0,0.000241981,-1.87862e-05,-2.84356e-05,2.63357e-05,-9.38036e-06,-0.00037492
530.7,0.0430393,0.0367572,0.050827,-0.00917155,0,0,0.000227046,-6.44652e-05,-9.80644e-06,8.77788e-06,-8.45671e-05,-0.000338288
536.6,0.0507675,0.0273919,0.0510669,-0.0131977,0,0,0.000171482,-0.000114749,2.72102e-05,-3.90578e-06,-0.000147271,-0.00028343
542.5,0.0565498,0.0162959,0.0509314,-0.0174633,0,0,0.000179163,-9.57727e-05,-2.35525e-05,1.05122e-05,-0.00019305,-0.000221838
548.4,0.0598727,0.00373732,0.0504021,-0.021942,0,0,0.000121927,-0.000119674,-2.74802e-05,9.71758e-06,-0.000212994,-0.000158111
554.3,0.0602175,-0.00958381,0.0492292,-0.0265094,0,0,5.38735e-05,-0.00016417,-1.30672e-05,1.4367e-05,-0.000219759,-9.41419e-05
560.2,0.0575504,-0.0230077,0.0475194,-0.0312077,0,0,4.09959e-05,-0.000137078,2.42382e-06,-2.62188e-05,-0.000205715,-3.92958e-05
566.1,0.0515318,-0.0356356,0.0451193,-0.0356854,0,0,4.93779e-05,-7.02424e-05,2.63455e-05,-3.84759e-06,-0.000178907,2.99077e-06
572,0.0427603,-0.0465925,0.0421846,-0.0399605,0,0,1.97683e-05,-9.6784e-05,1.13765e-05,-9.3762e-06,-0.000149817,3.03858e-05
577.9,0.0315168,-0.0551256,0.0386575,-0.043735,0,0,-1.70759e-05,-9.29676e-05,-3.22597e-05,-4.27437e-07,-0.000112518,4.03572e-05
583.8,0.0187599,-0.0606755,0.034772,-0.0469607,0,0,-1.23893e-05,-6.69307e-05,1.25875e-05,-2.4328e-05,-9.04032e-05,3.69371e-05
589.7,0.00525544,-0.0631702,0.0306704,-0.0496016,0,0,8.56067e-05,-6.64161e-05,3.28792e-07,-1.8958e-05,-7.60375e-05,2.71992e-05
595.6,-0.0106958,-0.0558733,0.0209803,-0.0482745,0,0,3.59386e-05,-1.21798e-06,1.60755e-05,-3.41581e-05,-7.62449e-05,9.08818e-06
601.5,-0.021847,-0.0521031,0.0171359,-0.0494021,0,0,2.51824e-05,-3.65828e-05,-1.86962e-05,-1.08956e-05,-8.80275e-05,4.43405e-06
607.4,-0.031586,-0.0463082,0.0134528,-0.0500316,0,0,8.94571e-05,-5.73865e-05,9.70577e-06,1.65242e-05,-0.000104648,9.63418e-06
613.3,-0.0397927,-0.0387786,0.00990741,-0.05034,0,0,2.31695e-05,-7.4215e-05,-1.87588e-05,2.94694e-06,-0.000118764,2.47539e-05
619.2,-0.0461624,-0.0300594,0.0065604,-0.0504014,0,0,6.8009e-05,-5.98015e-05,-2.06382e-05,-2.88099e-05,-0.000133952,4.60327e-05
625.1,-0.0507285,-0.0205661,0.00334773,-0.0502873,0,0,3.62191e-05,-9.45811e-05,-5.96159e-07,-4.79862e-05,-0.000139243,7.70303e-05
631,-0.0534476,-0.0105627,0.000345541,-0.0500064,0,0,5.54485e-05,-0.000100482,-1.37426e-05,-3.64978e-06,-0.000135154,0.000109445
636.9,-0.0544814,-0.000382762,-0.00261395,-0.0498063,0,0,4.69667e-05,-0.000147172,-1.21831e-05,-1.73421e-05,-0.000124849,0.000145431
642.8,-0.0537413,0.00981706,-0.00552196,-0.0495316,0,0,2.33028e-05,-0.0001808,9.80242e-06,-1.81798e-06,-0.000107361,0.000186149
648.7,-0.0512815,0.019745,-0.00841388,-0.0492261,0,0,3.15048e-05,-0.000181181,2.25303e-06,-1.02901e-05,-7.68855e-05,0.000225475
654.6,-0.0471653,0.0292387,-0.0113105,-0.0488706,0,0,-5.85177e-05,-0.000204761,-1.46546e-05,-1.68157e-05,-2.72621e-05,0.000253712
660.5,-0.041469,0.038115,-0.0143317,-0.0485212,0,0,-5.51083e-05,-0.000153276,1.1491e-05,2.06755e-05,1.84934e-05,0.000279954
666.4,-0.0339804,0.0461268,-0.0175315,-0.0481284,0,0,-0.000106499,-0.000159885,-1.69407e-05,-7.56561e-06,8.58857e-05,0.000295281
672.3,-0.0249874,0.0528808,-0.0208871,-0.0475893,0,0,-0.000170448,-0.000126316,-1.64062e-05,1.44581e-06,0.000160826,0.000290637
678.2,-0.0144367,0.0579371,-0.0243959,-0.0468333,0,0,-0.000194976,-0.000159625,9.63663e-06,2.9421e-05,0.000236676,0.000268133
684.1,-0.00261106,0.061118,-0.0281852,-0.0458163,0,0,-0.00023237,-0.000109358,1.06754e-05,5.55632e-06,0.000309735,0.000220725
690,0.0101174,0.0619057,-0.0321102,-0.0444926,0,0,-0.000196041,-7.01003e-05,-3.08831e-06,-4.04885e-06,0.000376508,0.000158901
695.9,0.0233421,0.0598449,-0.0361038,-0.0425556,0,0,-0.000243681,-2.39579e-06,6.21704e-06,1.8211e-05,0.000434653,8.08153e-05
701.8,0.036289,0.0548503,-0.0400137,-0.0402422,0,0,-0.000307106,4.75935e-05,-2.24184e-05,1.43366e-05,0.00048214,-2.25917e-05
707.7,0.0482323,0.0467712,-0.043949,-0.0373314,0,0,-0.0002863,4.58193e-05,-4.71537e-05,-5.13997e-06,0.000508984,-0.0001482
713.6,0.0583983,0.0358115,-0.0475959,-0.0339082,0,0,-0.000287545,0.000166054,1.11301e-05,-4.25097e-06,0.000499534,-0.000296862
719.5,0.0657822,0.022475,-0.0508604,-0.0298958,0,0,-0.000241233,0.000221039,5.85421e-05,-2.20529e-06,0.000428084,-0.000456616
725.4,0.0698691,0.00763426,-0.0535755,-0.0255638,0,0,-0.000191818,0.000267377,2.45904e-05,-3.83088e-05,0.000301481,-0.000602374
731.3,0.0702985,-0.00796507,-0.0557663,-0.0209879,0,0,-0.000128635,0.000332536,7.34332e-07,6.00602e-07,0.000131002,-0.000698964
737.2,0.0670465,-0.0230777,-0.0572748,-0.0162351,0,0,-8.09713e-05,0.000357528,-1.65874e-05,9.99471e-06,-6.56113e-05,-0.000732654
743.1,0.0604227,-0.0369283,-0.0582501,-0.0115333,0,0,1.76711e-06,0.000368821,-8.59558e-06,-1.89851e-05,-0.000261359,-0.000712411
749,0.0510637,-0.0487328,-0.0586704,-0.00699571,0,0,7.89035e-05,0.000373657,2.16772e-05,-1.40615e-05,-0.000450661,-0.00063794
754.9,0.0313086,-0.0513227,-0.0504528,0.000417475,0,0,0.000213333,0.000336272,4.56952e-06,-1.31907e-05,-0.000567796,-0.000439161
760.8,0.0199991,-0.0562151,-0.0499911,0.00386921,0,0,0.00026061,0.000302529,-1.2509e-05,-2.2291e-05,-0.000697227,-0.000290054
766.7,0.00823578,-0.0586769,-0.0493782,0.00712697,0,0,0.000330936,0.000222929,-2.06383e-05,-3.40035e-06,-0.000779861,-9.74652e-05
772.6,-0.00352622,-0.0586095,-0.0485393,0.010163,0,0,0.000385017,0.000168427,-1.98992e-05,-7.34092e-06,-0.000807555,0.000120913
778.5,-0.0149616,-0.0564075,-0.047604,0.012998,0,0,0.000429399,7.19446e-05,9.11294e-06,-3.25104e-05,-0.000758958,0.000343165
784.4,-0.0255479,-0.0520669,-0.0466551,0.0157772,0,0,0.000439181,1.39291e-06,-2.77148e-05,2.43467e-05,-0.000634489,0.000537617
790.3,-0.0350849,-0.0459673,-0.045613,0.0184502,0,0,0.000446301,-0.000112183,-1.33449e-05,4.16307e-05,-0.000472305,0.000677889
796.2,-0.0432659,-0.0382151,-0.0445667,0.0211312,0,0,0.000428874,-0.00022052,-1.66542e-05,2.10391e-05,-0.000287902,0.000760334
802.1,-0.0499725,-0.0291288,-0.0435059,0.0238612,0,0,0.000348852,-0.000238725,-1.31818e-05,-6.13305e-06,-0.000112472,0.000799341
808,-0.0549379,-0.0188996,-0.0422924,0.0266888,0,0,0.000293503,-0.000312115,5.39044e-05,2.7686e-05,6.14039e-05,0.000814085
813.9,-0.0579478,-0.00779858,-0.0409754,0.0295883,0,0,0.00021191,-0.000379916,-9.93472e-07,1.32261e-05,0.000253158,0.000809632
819.8,-0.0587537,0.00392865,-0.0394354,0.0325679,0,0,0.000142158,-0.00041799,1.41126e-05,-1.5302e-05,0.000455385,0.000764848
825.7,-0.057301,0.0158419,-0.0376179,0.0356764,0,0,9.88535e-05,-0.00046071,3.15955e-05,2.16846e-05,0.000662265,0.000657704
831.6,-0.0534446,0.0275271,-0.0355357,0.0388544,0,0,3.2144e-06,-0.000474676,1.98666e-05,9.80967e-06,0.000833821,0.000486031
837.5,-0.0471271,0.0384467,-0.0330566,0.0420465,0,0,-0.000117779,-0.000500375,6.91975e-05,-8.3547e-06,0.000948899,0.000260824
843.4,-0.0384414,0.0481044,-0.0302106,0.0451992,0,0,-0.000176351,-0.000511199,2.714e-05,2.2507e-05,0.000997423,1.59309e-05
849.3,-0.0275695,0.0558414,-0.0268601,0.0481632,0,0,-0.000302296,-0.000429005,1.72998e-05,-1.14563e-05,0.000982091,-0.000217066
855.2,-0.0150133,0.0612043,-0.0231064,0.0509617,0,0,-0.00036263,-0.000402468,1.39971e-05,-9.60813e-06,0.000926568,-0.00045321
861.1,-0.00134164,0.0636884,-0.0189549,0.0533671,0,0,-0.000555268,-0.000317207,2.61984e-05,-1.20568e-05,0.000831021,-0.000684261
867,0.0127072,0.0630062,-0.0145259,0.0553497,0,0,-0.000612418,-0.000244024,-3.40723e-05,-3.30337e-05,0.000665518,-0.000913519
872.9,0.0264087,0.059073,-0.0098461,0.0568273,0,0,-0.000619705,-5.99223e-05,1.07389e-05,-5.41213e-05,0.000429781,-0.00111017
878.8,0.0387766,0.052064,-0.00508164,0.0576828,0,0,-0.000697494,2.84783e-05,-2.45649e-05,2.61437e-05,0.000119277,-0.00124004
884.7,0.0493064,0.0424759,-0.000238572,0.0581328,0,0,-0.000692012,0.000209083,-2.1757e-05,-3.07534e-05,-0.00022739,-0.00127014
890.6,0.0572901,0.0308038,0.00447821,0.0580134,0,0,-0.000657523,0.000342062,-8.95379e-06,-3.548e-05,-0.000575788,-0.00118857
896.5,0.0625915,0.0178145,0.00895502,0.057513,0,0,-0.00061426,0.000490641,-4.98849e-05,1.50335e-06,-0.000892675,-0.00101314
902.4,0.0647368,0.00401918,0.0132726,0.0565176,0,0,-0.000486661,0.000633745,-5.81598e-05,1.36554e-05,-0.00114687,-0.000749884
908.3,0.0640405,-0.00969472,0.0173661,0.0553037,0,0,-0.000329246,0.000739689,-6.6223e-05,6.09724e-05,-0.00132378,-0.000430152
914.2,0.0515318,-0.0229242,0.0211975,0.0461528,0,0,-0.000158117,0.000753997,3.11371e-06,4.32795e-05,-0.00122725,5.46048e-06
920.1,0.0457091,-0.0330872,0.0242132,0.0446045,0,0,4.43408e-05,0.000765756,1.67612e-05,4.06605e-05,-0.00120462,0.000329299
926,0.0380191,-0.0418184,0.0270382,0.0430019,0,0,0.000181943,0.000728634,1.06852e-05,3.29036e-05,-0.00109774,0.000639459
931.9,0.0286939,-0.0486872,0.0296902,0.0412134,0,0,0.000320078,0.000699444,1.34443e-05,5.42097e-05,-0.000909921,0.000909275
937.8,0.0181461,-0.0535833,0.0322288,0.0392959,0,0,0.000495518,0.000619252,1.82913e-05,3.32584e-05,-0.00065283,0.0011205
943.7,0.00691718,-0.0563071,0.0347162,0.0373179,0,0,0.000595121,0.000498819,5.43616e-05,3.42884e-05,-0.00035422,0.00125301
949.6,-0.00473133,-0.0567902,0.0371136,0.035198,0,0,0.000650766,0.000388502,7.86387e-05,-6.0597e-06,-3.33244e-05,0.00130761
955.5,-0.0163804,-0.0549946,0.0396383,0.0330512,0,0,0.000715973,0.000279911,4.83366e-05,-3.16507e-06,0.000289392,0.00128208
961.4,-0.0275672,-0.0506918,0.0420907,0.0306181,0,0,0.000806444,6.84444e-05,3.70584e-05,-1.35087e-05,0.000600566,0.00118035
967.3,-0.0378936,-0.0443375,0.044611,0.0280711,0,0,0.000773639,-4.30811e-05,3.85064e-05,-1.11212e-05,0.000872771,0.00101154
973.2,-0.0468203,-0.0356059,0.0470626,0.0251669,0,0,0.00077669,-0.000172756,2.43577e-05,-6.56249e-05,0.00110273,0.000782152
979.1,-0.0538715,-0.0250842,0.0495245,0.0219679,0,0,0.00069987,-0.00036873,2.10299e-05,-3.45032e-05,0.00127998,0.000496753
985,-0.058605,-0.0129427,0.0517581,0.0183365,0,0,0.000676184,-0.000477364,1.1847e-06,-7.52182e-05,0.00138875,0.000170038
990.9,-0.0607086,0.000115211,0.053819,0.0144092,0,0,0.00057054,-0.000604373,-2.61562e-05,-7.52857e-05,0.00142102,-0.000187319
996.8,-0.0596623,0.0135017,0.0555001,0.0100522,0,0,0.000420741,-0.000776131,-8.96132e-05,-3.83794e-05,0.00135861,-0.000553749
1002.7,-0.0555804,0.026574,0.0568434,0.00541829,0,0,0.000283638,-0.000804442,-4.44582e-05,-4.98635e-05,0.00120079,-0.000907987
1008.6,-0.0485368,0.0383785,0.057562,0.000500686,0,0,0.000117111,-0.000855547,-5.02474e-05,2.36621e-06,0.000943071,-0.00121911
1014.5,-0.0389361,0.0483431,0.0579017,-0.00456595,0,0,-0.000123587,-0.000916711,-6.24252e-05,-3.55895e-05,0.000597302,-0.00145824
1020.4,-0.0273019,0.055707,0.0575422,-0.00968138,0,0,-0.000318842,-0.000852024,-5.2798e-05,2.25909e-06,0.000188257,-0.00159288
1026.3,-0.0144406,0.0602195,0.0566612,-0.0146387,0,0,-0.00046333,-0.000795523,-4.10892e-05,7.44037e-05,-0.000255988,-0.00161638
1032.2,-0.00103691,0.0615603,0.0551583,-0.0194584,0,0,-0.000620719,-0.000676293,-1.32373e-05,4.05836e-05,-0.000696958,-0.00150246
1038.1,0.0120134,0.0601213,0.0532705,-0.0239652,0,0,-0.000777388,-0.000515133,-2.31852e-05,1.83417e-05,-0.00110086,-0.0012665
1044,0.024265,0.055899,0.0510314,-0.0281757,0,0,-0.000910147,-0.000349576,1.65238e-05,2.30274e-05,-0.00141007,-0.000918871
1049.9,0.0350186,0.0493307,0.0484101,-0.0319544,0,0,-0.000929217,-0.000168835,1.47385e-05,4.43507e-05,-0.00161519,-0.000495667
1055.8,0.0439815,0.0408241,0.0455917,-0.0354492,0,0,-0.000973512,5.49943e-05,2.6579e-05,4.38078e-05,-0.00167695,-3.83328e-05
1061.7,0.0509813,0.0310386,0.042661,-0.0385711,0,0,-0.000897651,0.000248595,4.30085e-05,-6.13745e-06,-0.00161378,0.000416459
1067.6,0.0558206,0.0202805,0.0396401,-0.0412978,0,0,-0.000819909,0.000455443,5.88671e-05,-1.51463e-05,-0.00142832,0.000812244
1073.5,0.0501415,0.00512028,0.0292413,-0.038978,0,0,-0.000624675,0.000575134,1.83802e-05,-1.76785e-05,-0.00093232,0.00101949
1079.4,0.0500466,-0.00449549,0.0265962,-0.0407388,0,0,-0.000485551,0.000677822,5.04611e-05,-3.03106e-05,-0.000635014,0.00119263
1085.3,0.0482568,-0.0138632,0.0238504,-0.042287,0,0,-0.0002793,0.000754643,8.60856e-06,-6.9137e-05,-0.000316098,0.00128429
1091.2,0.0448483,-0.0226909,0.0210814,-0.0436619,0,0,-0.000208224,0.000828985,-7.22503e-06,-7.90511e-05,-2.9052e-06,0.00129468
1097.1,0.0398715,-0.0306835,0.0182985,-0.0448244,0,0,-3.10806e-05,0.000771979,1.88698e-05,-6.05139e-05,0.000291413,0.00123163
1103,0.0335887,-0.0377305,0.0154334,-0.0458787,0,0,7.59367e-05,0.000809491,-6.71428e-05,-1.78265e-05,0.000553473,0.00111392
1108.9,0.0261223,-0.0434893,0.0125356,-0.0467986,0,0,0.000245531,0.000726334,-8.75357e-06,-5.36689e-07,0.000775613,0.000949617
1114.8,0.0176238,-0.0480305,0.00959584,-0.0476591,0,0,0.000390132,0.000669149,-3.88975e-05,-3.90657e-05,0.00095674,0.000749701
1120.7,0.00836959,-0.0509491,0.00655247,-0.0483953,0,0,0.000450247,0.000582139,-1.60009e-05,-7.28393e-06,0.00109269,0.000518215
1126.6,-0.00142888,-0.0522565,0.00342357,-0.0490301,0,0,0.000549127,0.000489886,-1.21288e-05,5.71841e-06,0.00118128,0.000265826
1132.5,-0.0116201,-0.0517215,0.000100382,-0.0494879,0,0,0.000654239,0.000460891,-1.60157e-05,1.53787e-05,0.00121853,-2.15345e-06
